ID,region,ownd,kids,inc,sex,wlth,hv,incmed,incavg,low,npro,gifdol,gifl,gifr,mdon,lag,gifa,donr,damt
173,ter4,0,2,4,0,7,124,28,32,16,75,85,74,40,13,4,27.32,0,0
175,ter2,0,4,4,0,7,156,39,53,4,88,164,10,5,12,5,4.58,0,0
177,ter5,1,0,4,0,4,214,67,93,0,121,248,9,9,13,12,6.91,1,14
179,ter4,1,2,4,1,9,220,58,58,5,25,62,20,20,18,3,19.17,1,17
180,ter1,0,2,2,0,6,105,25,29,19,27,58,24,28,11,2,11.84,0,0
182,ter3,1,2,2,0,9,122,38,38,15,89,141,13,13,23,4,7.69,0,0
184,ter1,1,3,4,0,9,235,61,61,1,26,64,9,8,16,4,8.83,1,12
187,ter3,1,0,4,1,9,289,72,90,1,45,71,12,9,15,5,8.76,1,15
188,ter2,1,4,5,0,4,263,44,70,0,16,44,41,25,21,9,24.52,0,0
189,ter5,0,2,2,0,4,111,20,41,32,24,53,12,10,15,4,12.76,0,0
190,ter1,1,0,3,0,9,209,49,63,4,101,338,15,13,14,10,11.81,1,15
191,ter5,1,5,4,0,8,99,18,25,45,68,177,177,39,19,12,33.27,0,0
192,ter2,1,0,4,1,7,95,19,30,38,88,158,14,8,22,3,9.62,1,15
193,ter2,1,3,3,1,8,93,26,29,20,19,41,17,10,20,6,10.71,0,0
194,ter1,1,3,2,0,8,237,33,59,7,83,131,54,24,21,5,14.13,1,14
197,ter2,1,2,5,1,4,265,54,63,2,103,201,5,10,14,3,4.47,1,12
198,ter2,1,2,4,1,9,190,50,54,3,22,48,33,35,22,3,15.65,1,14
199,ter5,0,3,2,1,9,140,25,45,29,39,57,9,5,15,7,5.37,0,0
200,ter2,0,2,4,1,2,113,43,46,2,114,127,101,42,17,3,21.77,0,0
201,ter1,1,5,4,0,6,153,56,56,6,50,72,28,24,19,13,14.25,0,0
202,ter2,1,0,4,1,9,121,20,37,32,100,160,24,17,21,3,10.13,1,15
203,ter3,1,2,6,1,9,211,50,50,7,31,65,65,21,25,4,23.8,0,0
204,ter3,0,2,4,0,4,151,20,47,31,134,372,20,18,18,6,13.21,0,0
205,ter5,0,3,5,0,8,160,92,92,2,92,188,22,18,21,6,12.43,0,0
206,ter2,0,0,5,0,8,119,19,25,40,34,59,19,10,21,4,14.58,0,0
207,ter1,0,2,4,0,8,217,68,68,0,92,175,28,9,22,9,14.79,0,0
208,ter1,1,0,5,1,4,240,41,73,3,34,63,11,6,17,7,7.69,1,14
209,ter1,1,3,3,0,8,125,20,42,37,73,192,12,12,19,7,7.73,0,0
212,ter3,1,1,4,1,8,69,18,23,32,16,38,7,8,13,17,7.11,0,0
213,ter2,1,0,2,1,8,76,21,27,41,53,72,25,16,24,7,9.65,1,14
215,ter3,1,3,4,0,9,124,32,32,23,11,39,15,17,24,9,6.81,0,0
218,ter3,1,1,5,1,9,162,39,43,9,27,39,6,6,12,21,6.44,0,0
219,ter5,1,2,1,1,7,180,39,45,14,95,247,47,28,23,6,16.38,0,0
220,ter1,1,3,4,1,8,108,37,37,12,44,71,30,41,16,7,12.93,1,14
221,ter2,1,4,5,0,1,174,36,43,7,19,44,16,7,18,12,13.06,0,0
222,ter5,1,2,2,1,9,66,22,28,33,44,59,7,7,15,13,6.52,0,0
223,ter3,0,2,7,1,8,261,45,67,4,49,92,76,32,11,3,18.9,0,0
225,ter2,0,2,5,1,9,144,23,34,17,12,54,6,5,20,9,7.9,0,0
226,ter5,1,1,4,1,6,146,60,60,3,89,140,18,9,14,5,14.6,1,15
227,ter4,1,0,4,1,9,81,12,23,56,77,180,20,12,17,16,17.43,0,0
228,ter4,1,0,4,1,9,182,37,55,12,51,243,243,173,17,15,18.17,1,19
230,ter2,1,2,4,1,6,311,91,91,1,77,94,13,5,15,5,6.85,1,16
231,ter1,0,0,4,1,6,187,26,65,11,74,98,6,5,24,15,4.09,1,12
232,ter4,1,0,1,1,9,118,20,34,35,93,137,5,5,15,8,4.51,0,0
233,ter1,1,2,1,1,8,201,18,53,22,26,53,53,17,22,12,16.34,0,0
234,ter3,1,2,6,1,8,126,37,37,17,41,73,3,2,12,18,2.89,0,0
235,ter1,1,3,4,1,9,170,34,57,24,87,273,57,39,20,5,38.56,1,17
236,ter1,1,0,3,1,6,210,40,74,12,23,33,5,6,23,14,5.21,1,12
237,ter5,1,2,4,1,8,128,22,24,24,54,112,14,12,13,4,14.34,0,0
238,ter1,1,2,4,0,9,142,53,58,6,15,43,9,8,18,10,6.3,0,0
240,ter2,1,0,4,0,6,199,46,63,9,88,103,21,24,23,15,16.64,1,16
241,ter3,1,2,4,0,8,216,53,57,10,121,150,84,52,18,4,28.71,1,17
242,ter1,1,1,4,1,6,222,44,68,11,69,98,21,29,13,5,24.95,1,16
243,ter2,1,2,4,1,6,131,38,38,13,56,114,18,14,19,8,10.05,1,14
244,ter3,1,4,2,1,8,173,56,56,8,103,152,31,44,17,19,14.4,0,0
245,ter4,1,3,3,1,8,117,22,33,18,107,262,14,5,13,7,7.7,0,0
246,ter1,1,3,4,1,8,103,17,36,39,51,79,37,35,21,4,14.96,0,0
247,ter2,1,2,4,1,9,186,38,39,16,80,199,34,21,18,2,12.45,1,14
248,ter4,1,0,5,0,9,206,28,57,3,75,129,17,9,22,11,9.61,1,19
249,ter5,1,2,3,1,8,353,57,100,2,78,95,27,20,16,7,15.02,0,0
251,ter2,1,3,4,0,9,144,20,33,41,56,85,35,21,17,2,14.07,1,16
252,ter2,1,0,5,1,5,114,31,31,27,111,111,20,18,12,17,15.64,1,16
254,ter1,0,0,4,1,8,298,46,81,10,119,135,11,4,15,4,9.89,1,13
255,ter3,1,0,2,1,7,190,46,56,4,49,256,256,69,14,12,19.25,0,0
256,ter2,1,2,4,0,8,233,59,64,2,93,164,10,16,15,8,5.1,1,13
257,ter2,1,4,6,1,9,155,26,68,14,20,59,15,10,35,7,8.21,0,0
258,ter1,1,4,3,1,9,301,133,133,0,86,128,17,22,19,7,12.25,1,13
260,ter1,1,0,4,1,5,111,12,37,43,110,179,16,13,20,20,6.79,1,14
261,ter5,1,2,4,1,9,142,45,45,8,96,225,40,38,12,3,8.14,0,0
262,ter5,1,2,5,1,8,310,54,86,1,66,94,19,14,22,12,10.17,0,0
265,ter1,1,0,5,1,8,184,56,56,4,63,75,4,9,17,8,2.21,1,14
266,ter5,1,0,3,0,9,150,81,81,4,45,137,10,8,16,4,7.16,1,14
268,ter5,1,0,4,1,9,101,18,46,52,90,112,7,4,19,6,8.53,1,15
270,ter2,1,4,5,1,3,109,23,35,37,8,31,27,18,17,15,16.7,0,0
271,ter4,1,0,4,0,9,405,100,100,0,36,54,18,8,19,4,16.49,1,16
274,ter2,1,1,4,0,9,270,85,85,2,71,114,11,4,23,5,5.3,1,12
278,ter5,1,0,4,0,8,153,45,45,6,44,76,18,30,18,8,12.71,1,16
280,ter2,1,0,4,0,8,119,43,43,10,75,172,4,2,22,4,4.92,1,12
281,ter2,1,1,5,1,4,155,36,57,2,119,225,15,9,20,7,8.05,1,13
282,ter5,1,0,4,1,9,205,31,58,7,28,41,22,18,20,3,11.38,1,14
283,ter5,1,2,4,0,9,135,31,38,23,93,133,21,15,22,4,18.56,1,14
285,ter5,1,0,4,1,6,116,28,45,11,121,396,8,7,22,8,6.38,1,15
286,ter2,1,1,4,1,9,136,16,36,33,61,56,5,5,21,9,5.09,1,12
287,ter2,1,3,4,0,8,190,41,44,11,12,41,16,13,20,15,8.5,0,0
289,ter3,1,4,5,1,4,489,111,125,0,90,144,18,17,21,4,13.15,0,0
291,ter4,1,3,1,1,5,81,29,31,27,83,117,21,20,18,7,15.13,0,0
292,ter1,0,3,4,1,9,169,26,36,28,81,134,13,6,19,9,10.86,0,0
293,ter5,1,3,4,0,6,226,69,80,0,103,252,24,24,18,12,8.63,0,0
294,ter2,1,2,4,1,6,118,31,40,27,76,221,9,11,15,4,11.02,1,17
295,ter2,1,2,6,1,7,121,31,35,29,43,59,5,8,15,7,5.76,0,0
296,ter3,1,3,5,0,9,224,36,79,1,72,107,20,22,18,5,7.73,0,0
297,ter3,1,3,4,1,3,171,62,64,4,51,68,15,15,13,5,10.1,0,0
298,ter1,1,0,5,0,8,274,57,57,5,28,61,25,14,17,4,10.22,1,14
299,ter2,1,0,4,1,8,155,28,34,22,108,449,35,20,20,3,20.43,1,15
301,ter2,1,3,4,0,6,233,44,82,4,95,187,25,23,14,4,19.88,1,16
303,ter2,1,2,4,1,8,211,78,78,0,74,93,17,13,20,11,10.98,1,14
304,ter3,1,2,4,1,8,149,13,36,32,51,73,21,9,20,28,10.55,0,0
305,ter3,1,0,4,1,6,109,31,46,15,79,152,152,45,16,6,21.89,1,18
306,ter2,1,0,4,1,3,420,96,127,0,47,66,21,20,15,4,11.56,1,14
307,ter2,1,0,2,1,9,241,44,70,7,25,197,197,94,14,4,32.09,1,16
308,ter2,1,0,4,0,7,104,16,30,48,45,55,12,12,16,4,6.93,1,17
309,ter2,1,2,2,0,9,153,21,67,25,59,137,14,11,14,3,5.34,0,0
311,ter1,1,2,4,1,3,80,29,32,31,13,43,20,28,22,18,19.39,0,0
314,ter2,1,2,4,1,8,205,91,91,4,71,130,130,27,22,5,30.29,1,16
315,ter4,1,0,4,0,8,87,37,37,41,14,31,10,13,22,3,8.01,1,16
316,ter1,1,2,6,1,4,160,38,56,13,99,244,17,10,13,10,6.83,0,0
317,ter4,1,3,4,1,7,135,48,48,17,61,93,15,23,17,6,9.01,1,15
318,ter3,1,0,6,1,8,160,23,41,9,49,102,46,23,19,4,15.91,0,0
319,ter5,1,2,6,1,9,170,37,58,5,53,96,36,55,20,7,22.01,0,0
320,ter1,1,0,6,1,8,160,40,42,9,99,111,11,6,22,4,6.73,1,13
321,ter2,1,0,5,1,9,149,20,44,16,62,118,15,11,18,22,11.82,1,14
322,ter2,1,2,5,0,5,125,25,35,21,75,95,43,27,20,8,8.69,0,0
323,ter2,0,2,4,1,1,144,50,50,3,102,214,46,29,23,4,34.5,0,0
324,ter1,1,0,4,1,9,98,13,26,44,56,89,21,13,12,6,16.82,1,14
325,ter4,1,0,6,1,9,127,34,34,19,99,225,53,27,16,4,34.04,1,19
326,ter5,1,4,6,0,3,129,49,49,6,13,33,30,20,19,3,11.58,0,0
327,ter2,1,2,3,1,8,161,32,55,17,29,57,17,8,13,11,6.73,0,0
330,ter5,1,2,3,0,3,121,41,41,6,21,37,11,12,19,7,6.48,0,0
332,ter2,1,2,3,0,8,230,51,83,1,130,178,36,12,15,6,16.39,1,14
333,ter4,1,0,4,0,1,234,53,53,2,92,165,43,22,15,4,13.62,1,15
334,ter5,0,2,3,1,9,155,42,50,20,70,116,9,7,18,9,5.78,0,0
336,ter2,1,4,4,1,8,137,33,40,13,57,76,22,28,17,8,12.46,0,0
337,ter5,1,0,2,0,8,158,26,41,20,74,183,6,9,16,7,6.37,1,12
339,ter5,1,0,4,1,8,164,54,54,6,40,161,161,68,17,7,40.58,1,17
340,ter1,1,0,4,1,9,229,37,64,6,32,54,17,14,15,4,11.59,1,14
341,ter2,1,0,4,1,8,192,87,87,0,24,66,14,5,15,11,10.65,1,13
342,ter1,1,3,4,1,8,250,39,81,4,13,53,14,13,25,10,11.97,0,0
343,ter5,1,1,2,0,8,166,38,51,4,79,129,13,10,18,6,10.46,0,0
345,ter3,1,4,5,0,9,148,44,55,2,59,167,12,13,14,4,5.14,0,0
346,ter4,1,0,4,0,8,118,20,29,18,117,175,12,6,14,6,4.75,1,15
348,ter2,1,0,4,0,8,219,109,109,0,10,128,128,81,13,5,30.72,1,18
349,ter5,1,0,4,0,9,101,23,34,25,62,107,14,31,15,4,16.74,1,16
351,ter1,1,4,5,0,8,294,57,81,4,76,162,15,10,39,12,9.59,0,0
352,ter2,1,0,4,1,8,189,52,53,11,29,64,15,10,18,5,10.79,1,15
354,ter1,1,2,4,0,8,112,40,49,5,100,259,22,12,21,6,8.66,1,13
355,ter4,0,3,4,0,8,216,54,54,8,7,30,19,21,14,4,9.81,0,0
356,ter2,1,0,4,0,8,203,75,75,6,74,84,17,16,22,9,12.91,1,14
357,ter1,1,0,4,1,5,175,54,59,1,43,67,19,16,22,5,23.26,1,17
358,ter2,1,3,3,0,8,204,76,76,3,47,79,32,16,17,7,12.55,1,15
360,ter3,1,5,2,1,8,147,22,30,14,40,56,29,16,23,7,16.87,0,0
363,ter2,1,0,5,1,6,127,28,37,10,87,150,19,29,18,4,11.23,1,15
364,ter4,1,4,5,0,8,106,40,40,22,11,36,29,36,17,8,15.34,0,0
365,ter2,1,2,4,0,9,145,49,52,5,68,80,6,5,24,4,4.37,1,12
368,ter2,0,0,4,1,4,227,82,83,1,17,34,12,6,16,5,7.75,1,12
369,ter4,1,1,1,0,9,193,43,51,9,11,50,17,16,18,3,13.27,0,0
370,ter1,1,0,3,1,9,170,16,35,35,71,116,19,20,17,14,10.83,1,14
373,ter2,1,3,6,1,4,155,45,45,9,101,231,7,4,16,7,4.96,0,0
374,ter1,1,0,6,0,9,232,26,48,20,38,100,23,21,18,6,7.58,1,15
375,ter1,1,2,4,1,4,90,15,23,58,46,62,3,4,24,6,5.16,0,0
376,ter5,1,1,4,1,0,291,48,80,1,62,149,18,21,21,3,7.79,0,0
379,ter2,1,0,5,0,5,101,42,42,12,143,248,13,8,15,3,6.34,1,14
380,ter2,1,1,4,1,9,225,35,46,8,40,78,23,24,23,4,11.19,1,14
381,ter3,1,0,5,1,9,264,53,67,1,110,184,17,12,16,5,8.85,1,15
385,ter1,1,3,5,1,8,197,15,57,14,95,169,28,6,21,5,14.08,0,0
386,ter3,1,0,4,1,8,206,57,63,7,77,140,21,28,11,8,18.98,1,16
389,ter2,1,1,4,1,8,177,41,41,13,97,252,13,8,18,6,8.11,1,16
390,ter1,0,2,2,1,3,223,61,81,2,72,159,8,8,19,6,4.13,0,0
393,ter4,1,3,4,1,9,187,30,52,7,14,37,17,7,23,3,9.2,0,0
395,ter5,1,3,4,1,6,270,47,85,1,122,157,20,9,16,2,9.44,1,13
396,ter4,1,0,4,1,9,188,47,75,8,47,64,22,14,31,7,6.89,1,16
397,ter2,1,2,2,1,0,214,72,72,2,101,158,12,13,14,9,14.48,0,0
398,ter5,0,2,2,0,3,271,100,100,0,24,58,4,4,13,5,4.07,0,0
399,ter4,1,0,2,0,9,182,41,54,1,41,87,18,18,21,5,10.75,1,17
400,ter1,1,0,4,1,5,231,50,60,4,89,138,12,9,19,6,6.26,1,18
402,ter5,1,2,1,1,3,218,38,53,10,23,42,31,34,14,11,17.11,0,0
404,ter4,1,3,4,0,4,211,26,66,13,45,82,17,10,24,5,6.3,0,0
405,ter2,1,0,6,1,5,176,31,51,13,64,86,63,23,16,4,20.67,1,16
406,ter4,1,2,5,1,8,136,34,36,8,60,119,17,12,28,4,10.28,0,0
407,ter3,1,0,6,1,8,117,25,28,24,50,54,27,19,19,7,13.04,1,15
409,ter2,1,3,4,1,7,242,65,81,5,29,58,11,9,18,7,8.59,1,13
410,ter2,1,2,4,0,9,259,62,74,6,76,115,18,14,13,8,12.53,1,13
412,ter5,1,0,4,1,8,169,47,50,6,75,112,36,23,14,3,18.31,1,16
413,ter2,1,3,3,1,2,212,78,78,1,12,28,15,11,15,9,10.27,0,0
414,ter4,1,0,1,1,8,167,61,61,2,81,120,12,13,14,4,8.03,0,0
415,ter3,1,2,4,1,8,274,46,56,6,74,101,68,44,20,7,16.52,1,16
416,ter3,1,2,5,1,9,347,112,112,0,21,148,148,38,23,6,32.28,0,0
417,ter4,1,4,7,1,8,288,99,117,0,36,53,14,12,18,13,11.63,0,0
419,ter1,1,1,4,1,9,241,60,60,4,91,220,19,9,20,9,14.55,1,15
421,ter1,1,0,4,0,3,281,60,66,14,51,68,5,6,18,3,6.16,1,11
422,ter2,1,2,5,1,9,110,22,26,34,76,175,15,15,23,5,8.4,1,14
423,ter2,1,2,4,0,8,140,15,30,36,38,80,16,11,23,5,9.71,0,0
426,ter2,1,4,4,0,7,215,61,71,1,101,146,10,13,23,6,12.47,1,16
427,ter4,1,4,1,0,3,115,14,28,59,31,44,17,12,12,6,10.65,0,0
429,ter5,1,2,7,0,4,123,34,36,8,61,112,4,3,23,5,3.8,0,0
430,ter2,1,0,2,1,8,140,23,34,22,82,139,19,9,20,8,7.78,1,12
431,ter2,1,3,4,1,8,235,74,74,2,89,168,14,8,23,4,8.65,1,12
432,ter4,1,0,5,1,8,143,17,35,24,16,66,66,46,15,14,17.71,1,18
433,ter1,1,3,5,0,9,230,30,65,4,30,73,12,8,13,5,10.67,0,0
435,ter2,1,0,7,1,7,101,20,38,27,62,78,6,8,19,7,5.06,1,14
436,ter2,1,4,6,1,6,116,31,36,15,68,117,39,48,20,6,24.76,0,0
